"X" "Y"
"1" 2.08219842476772 20.3175212620897
"2" 0.740330746953873 7.15849131699012
"3" 3.05564483904649 29.8782116001353
"4" 1.46636310651709 14.3078756391891
"5" 1.56933611697085 15.3847306951393
"6" 3.86417482229592 37.8509260473868
"7" 2.16319634254659 20.9983022414337
"8" 2.11113978096728 20.6450555276516
"9" 1.38164432918927 13.5652123618818
"10" 2.51013478035496 24.5320888264599
"11" 2.92096899849051 28.5862062523519
"12" 2.9919765738233 29.3704304779782
"13" 0.619076488931204 6.17180186710849
"14" 2.44215977728733 23.9732001384322
"15" 1.92345819308711 18.9769169213435
"16" 1.4160580065343 13.8304060166981
"17" 4.51949418923002 44.4154068839537
"18" 3.44852635426541 33.7951981154413
"19" 1.99076297361757 19.3908923927946
"20" 2.05367406647782 20.1538982114406
"21" 2.24401668535948 22.0224742869882
"22" 2.17692850392648 21.3742720737178
"23" 1.03391351652649 9.99345170103108
"24" 3.42507055330508 33.6240774890633
"25" 1.65266775418614 16.1503838708391
"26" 2.40255163792367 23.475110818024
"27" 1.62737769150472 15.9447370246709
"28" 2.43657843626433 23.9605606864242
"29" 1.80478060353157 17.7987640178215
"30" 3.44763440275176 33.6239895360076
"31" 0.748463173060445 7.37979729525361
"32" 1.52223815532411 15.0871080285192
"33" 0.749039533895506 7.34740187136755
"34" 2.27996859807026 22.3733124845042
"35" 2.89773454267222 28.4785977293162
"36" 2.324454030054 22.7592959122746
"37" 3.43109196568291 33.6739742608089
"38" 2.80182235530881 27.4910283336441
"39" 1.60455593317098 15.9042378521927
"40" 1.33922155673747 13.2378123901228
"41" 1.65741831233509 16.1964177426178
"42" 2.1813901033948 21.3183902921544
"43" 0.179341860985491 1.73600335862519
"44" 3.1023660787962 30.5569818883887
"45" 2.27205877715525 22.2049264040752
"46" 1.66782999502114 16.2428750942532
"47" 0.83241299773923 8.13639071672349
"48" 0.308382974753944 3.05273252709
"49" 2.04765579827233 19.9811731304644
"50" 0.992756015057805 9.69374954283688
"51" 1.83347436799499 17.8627518313731
"52" 1.27811188369883 12.6787394056748
"53" 3.14793240342613 30.851043000304
"54" 2.96691293403475 29.0892102848498
"55" 0.242284402069393 2.33156778102059
"56" 0.885214306813194 8.65932444176515
"57" 0.992602407562718 9.88882565455209
"58" 2.62733646524306 25.8840698307022
"59" 1.73606815636584 17.0969699768733
"60" 1.44051642597602 14.1030006347987
"61" 2.8755343965927 28.1243063702165
"62" 1.88624731101613 18.6047486912109
"63" 2.8265816061581 27.7213850107078
"64" 1.70605977618652 16.6743488051133
"65" 0.773274752243063 7.48659995595635
"66" 1.06808065171353 10.5588513186619
"67" 1.77570775313571 17.3603646026327
"68" 2.34045625882434 23.105937876394
"69" 2.97185797973157 29.1795355054381
"70" 0.162504608216434 1.53907636000718
"71" 1.64806892601424 16.1603981380473
"72" 2.55631920561875 24.8172166794929
"73" 3.55305055905147 34.7818030638937
"74" 3.00124813502668 29.4052597306989
"75" 2.00147740605449 19.6693674099226
"76" 0.389057347489219 3.80095908974329
"77" 0.965929202650164 9.47431121265943
"78" 2.09500603008333 20.7330448168608
"79" 2.35811843234955 22.9749444295307
"80" 0.799099335436234 7.80994757341223
"81" 1.81491097455552 17.8751126701978
"82" 3.37311379573149 32.9032277731562
"83" 3.83082019878572 37.4542718186678
"84" 1.92748526160323 18.9539226112564
"85" 0.407266465814634 3.92294216618933
"86" 1.64711580432865 16.1314616610987
"87" 3.51621680682417 34.4528538628455
"88" 2.79538309753613 27.3493466074949
"89" 2.75546126042437 27.1463842786037
"90" -1.1021565528924 -10.794294569631
"91" 1.47204540957336 14.4236987422629
"92" 2.51022148765206 24.5608949761774
"93" 3.06294384949203 30.2009542589881
"94" 1.58881871276625 15.6047266111135
"95" 2.858852627506 28.0740744350239
"96" 0.776179868152093 7.57814736793535
"97" 0.34446970656913 3.30025643478611
"98" 3.0901339058929 30.4976074903227
"99" 2.25421773188351 22.1555215554335
"100" 2.07237943707314 20.2914898709655
